Cluster_4,Cluster_0,Cluster_2,Cluster_3,Cluster_1
100.0,84.55882352941177,34.80392156862745,2.696078431372549,53.67647058823529
97.05882352941177,83.57843137254902,35.294117647058826,2.696078431372549,53.92156862745098
97.05882352941177,83.33333333333334,37.5,2.2058823529411766,53.92156862745098
96.81372549019608,83.08823529411765,34.55882352941176,2.941176470588235,54.41176470588235
100.0,84.80392156862744,35.53921568627451,2.941176470588235,54.41176470588235
99.26470588235294,85.04901960784314,36.76470588235294,3.431372549019608,55.14705882352941
96.81372549019608,85.29411764705883,37.745098039215684,3.431372549019608,54.90196078431373
97.05882352941177,82.84313725490196,34.068627450980394,3.6764705882352944,47.794117647058826
98.77450980392157,80.88235294117648,37.254901960784316,3.6764705882352944,54.90196078431373
97.05882352941177,80.88235294117648,38.48039215686275,4.166666666666666,56.127450980392155
98.77450980392157,76.9607843137255,36.51960784313725,3.9215686274509802,48.03921568627451
98.52941176470588,81.12745098039215,38.48039215686275,4.166666666666666,55.88235294117647
97.30392156862744,76.9607843137255,38.72549019607843,1.9607843137254901,47.794117647058826
85.04901960784314,81.12745098039215,34.068627450980394,2.696078431372549,54.65686274509803
85.04901960784314,77.20588235294117,35.53921568627451,1.9607843137254901,54.65686274509803
84.80392156862744,80.63725490196079,33.82352941176471,1.715686274509804,55.88235294117647
85.29411764705883,77.20588235294117,36.029411764705884,4.166666666666666,55.63725490196079
85.29411764705883,81.37254901960785,36.029411764705884,1.715686274509804,54.166666666666664
84.80392156862744,80.63725490196079,35.78431372549019,0.9803921568627451,53.92156862745098
82.84313725490196,81.61764705882352,36.51960784313725,0.9803921568627451,56.127450980392155
83.33333333333334,81.61764705882352,33.82352941176471,4.166666666666666,56.127450980392155
84.31372549019608,81.37254901960785,34.068627450980394,3.9215686274509802,53.431372549019606
83.82352941176471,81.86274509803921,37.745098039215684,3.6764705882352944,53.431372549019606
83.33333333333334,81.86274509803921,37.254901960784316,3.6764705882352944,56.372549019607845
83.82352941176471,81.37254901960785,35.78431372549019,0.7352941176470588,57.84313725490197
83.33333333333334,85.29411764705883,36.76470588235294,0.49019607843137253,58.08823529411765
84.06862745098039,80.3921568627451,34.80392156862745,0.49019607843137253,56.372549019607845
84.31372549019608,80.63725490196079,35.294117647058826,2.941176470588235,52.94117647058824
84.06862745098039,95.83333333333334,37.5,2.941176470588235,57.107843137254896
84.80392156862744,88.97058823529412,35.049019607843135,3.431372549019608,57.59803921568627
83.57843137254902,82.84313725490196,38.23529411764706,3.431372549019608,58.333333333333336
83.82352941176471,80.3921568627451,38.72549019607843,2.696078431372549,56.86274509803921
83.57843137254902,84.80392156862744,38.48039215686275,1.9607843137254901,52.94117647058824
84.31372549019608,83.33333333333334,38.23529411764706,0.24509803921568626,56.61764705882353
84.80392156862744,80.3921568627451,46.568627450980394,0.24509803921568626,52.69607843137255
84.55882352941177,80.14705882352942,48.529411764705884,2.696078431372549,52.69607843137255
85.29411764705883,80.3921568627451,47.05882352941176,1.9607843137254901,51.225490196078425
82.84313725490196,80.14705882352942,48.03921568627451,1.715686274509804,52.20588235294118
100.0,80.14705882352942,13.480392156862745,1.715686274509804,47.794117647058826
81.61764705882352,80.14705882352942,12.990196078431374,0.9803921568627451,47.794117647058826
85.29411764705883,79.65686274509804,12.009803921568627,0.9803921568627451,49.50980392156863
82.84313725490196,79.41176470588235,11.519607843137255,0.49019607843137253,50.98039215686274
96.81372549019608,79.65686274509804,11.27450980392157,0.49019607843137253,59.31372549019608
81.61764705882352,79.90196078431373,13.725490196078432,0.49019607843137253,48.03921568627451
84.55882352941177,79.41176470588235,12.254901960784313,0.7352941176470588,48.03921568627451
85.04901960784314,79.16666666666666,12.745098039215685,0.7352941176470588,49.26470588235294
83.08823529411765,79.16666666666666,47.794117647058826,0.24509803921568626,47.794117647058826
81.86274509803921,79.41176470588235,46.32352941176471,0.24509803921568626,59.068627450980394
81.86274509803921,79.41176470588235,47.30392156862745,4.166666666666666,56.86274509803921
83.08823529411765,80.14705882352942,48.77450980392157,0.49019607843137253,56.127450980392155
97.54901960784314,80.14705882352942,48.77450980392157,0.49019607843137253,46.32352941176471
96.81372549019608,80.3921568627451,11.27450980392157,3.6764705882352944,59.068627450980394
98.52941176470588,80.3921568627451,13.725490196078432,0.9803921568627451,58.82352941176471
84.80392156862744,80.3921568627451,46.32352941176471,0.49019607843137253,55.392156862745104
84.80392156862744,80.63725490196079,11.76470588235294,3.6764705882352944,44.85294117647059
100.0,80.3921568627451,13.23529411764706,0.9803921568627451,55.88235294117647
83.82352941176471,80.63725490196079,46.81372549019608,0.24509803921568626,46.07843137254902
98.2843137254902,80.63725490196079,48.28431372549019,1.4705882352941175,55.14705882352941
84.55882352941177,80.3921568627451,65.19607843137256,3.1862745098039214,58.57843137254902
84.31372549019608,80.63725490196079,64.4607843137255,3.1862745098039214,43.13725490196079
83.08823529411765,81.37254901960785,64.4607843137255,1.4705882352941175,44.6078431372549
97.79411764705883,81.37254901960785,47.05882352941176,0.24509803921568626,54.41176470588235
